timestamp, index, power.draw [W], temperature.gpu, utilization.gpu [%]
2026/02/12 19:47:48.022, 0, 14.81, 63, 0
2026/02/12 19:47:49.030, 0, 8.58, 62, 0
2026/02/12 19:47:50.030, 0, 6.33, 62, 0
2026/02/12 19:47:51.031, 0, 5.91, 61, 0
2026/02/12 19:47:52.031, 0, 5.70, 61, 0
2026/02/12 19:47:53.031, 0, 5.61, 61, 0
2026/02/12 19:47:54.031, 0, 5.62, 60, 0
2026/02/12 19:47:55.031, 0, 5.64, 60, 0
2026/02/12 19:47:56.032, 0, 5.61, 60, 0
2026/02/12 19:47:57.032, 0, 5.95, 59, 0
2026/02/12 19:47:58.032, 0, 13.72, 60, 0
2026/02/12 19:47:59.032, 0, 13.56, 60, 3
2026/02/12 19:48:00.033, 0, 13.88, 60, 2
2026/02/12 19:48:01.033, 0, 13.88, 60, 2
2026/02/12 19:48:02.033, 0, 13.87, 59, 2
2026/02/12 19:48:03.033, 0, 13.85, 59, 2
2026/02/12 19:48:04.033, 0, 13.85, 59, 2
2026/02/12 19:48:05.033, 0, 13.81, 59, 2
2026/02/12 19:48:06.034, 0, 13.77, 59, 2
2026/02/12 19:48:07.034, 0, 13.78, 59, 2
2026/02/12 19:48:08.034, 0, 13.73, 59, 2
2026/02/12 19:48:09.034, 0, 13.72, 59, 2
2026/02/12 19:48:10.034, 0, 13.73, 58, 2
2026/02/12 19:48:11.034, 0, 13.68, 58, 2
2026/02/12 19:48:12.035, 0, 13.67, 58, 2
2026/02/12 19:48:13.035, 0, 13.67, 58, 2
2026/02/12 19:48:14.035, 0, 13.63, 58, 2
2026/02/12 19:48:15.035, 0, 13.65, 58, 2
2026/02/12 19:48:16.035, 0, 13.64, 58, 2
2026/02/12 19:48:17.036, 0, 13.63, 58, 2
2026/02/12 19:48:18.036, 0, 13.62, 58, 2
2026/02/12 19:48:19.036, 0, 13.52, 57, 2
2026/02/12 19:48:20.036, 0, 13.57, 57, 2
2026/02/12 19:48:21.036, 0, 13.57, 57, 2
2026/02/12 19:48:22.037, 0, 13.54, 57, 2
2026/02/12 19:48:23.037, 0, 13.51, 57, 2
2026/02/12 19:48:24.037, 0, 13.50, 57, 2
2026/02/12 19:48:25.037, 0, 13.51, 57, 2
2026/02/12 19:48:26.037, 0, 13.52, 57, 2
2026/02/12 19:48:27.038, 0, 13.49, 57, 2
2026/02/12 19:48:28.038, 0, 13.48, 57, 2
2026/02/12 19:48:29.038, 0, 13.47, 56, 2
2026/02/12 19:48:30.038, 0, 13.48, 56, 2
