timestamp, index, power.draw [W], temperature.gpu, utilization.gpu [%]
2026/02/13 02:37:32.254, 0, 5.22, 52, 0
2026/02/13 02:37:33.262, 0, 5.13, 51, 0
2026/02/13 02:37:34.263, 0, 5.22, 51, 0
2026/02/13 02:37:35.263, 0, 5.19, 51, 0
2026/02/13 02:37:36.264, 0, 5.17, 51, 0
2026/02/13 02:37:37.264, 0, 5.20, 50, 0
2026/02/13 02:37:38.265, 0, 5.20, 50, 0
2026/02/13 02:37:39.266, 0, 7.02, 51, 0
2026/02/13 02:37:40.266, 0, 12.17, 51, 1
2026/02/13 02:37:41.266, 0, 12.23, 50, 3
2026/02/13 02:37:42.266, 0, 12.53, 50, 2
2026/02/13 02:37:43.266, 0, 12.54, 50, 2
2026/02/13 02:37:44.267, 0, 12.58, 50, 2
2026/02/13 02:37:45.267, 0, 12.52, 50, 2
2026/02/13 02:37:46.267, 0, 12.51, 50, 2
2026/02/13 02:37:47.267, 0, 12.53, 50, 2
2026/02/13 02:37:48.267, 0, 12.52, 50, 2
2026/02/13 02:37:49.268, 0, 12.49, 50, 2
2026/02/13 02:37:50.268, 0, 12.49, 50, 2
2026/02/13 02:37:51.268, 0, 12.47, 50, 2
2026/02/13 02:37:52.269, 0, 12.46, 49, 2
2026/02/13 02:37:53.269, 0, 12.46, 49, 2
2026/02/13 02:37:54.269, 0, 12.46, 49, 2
2026/02/13 02:37:55.269, 0, 12.44, 49, 2
2026/02/13 02:37:56.270, 0, 12.40, 49, 2
2026/02/13 02:37:57.270, 0, 12.36, 49, 2
2026/02/13 02:37:58.270, 0, 12.38, 49, 2
2026/02/13 02:37:59.271, 0, 12.37, 49, 2
2026/02/13 02:38:00.271, 0, 12.37, 49, 2
2026/02/13 02:38:01.271, 0, 12.34, 49, 2
2026/02/13 02:38:02.272, 0, 12.31, 49, 2
2026/02/13 02:38:03.272, 0, 12.37, 49, 2
2026/02/13 02:38:04.272, 0, 12.34, 48, 2
2026/02/13 02:38:05.272, 0, 12.36, 48, 2
2026/02/13 02:38:06.273, 0, 12.35, 48, 2
2026/02/13 02:38:07.273, 0, 12.34, 48, 2
2026/02/13 02:38:08.273, 0, 12.36, 48, 2
2026/02/13 02:38:09.274, 0, 12.30, 48, 2
