timestamp, index, power.draw [W], temperature.gpu, utilization.gpu [%]
2026/02/13 19:25:14.523, 0, 4.75, 38, 0
2026/02/13 19:25:15.531, 0, 4.74, 38, 0
2026/02/13 19:25:16.532, 0, 4.75, 38, 0
2026/02/13 19:25:17.532, 0, 4.76, 38, 0
2026/02/13 19:25:18.532, 0, 4.72, 38, 0
2026/02/13 19:25:19.532, 0, 4.80, 38, 0
2026/02/13 19:25:20.532, 0, 4.78, 39, 0
2026/02/13 19:25:21.532, 0, 4.81, 39, 0
2026/02/13 19:25:22.533, 0, 4.84, 39, 0
2026/02/13 19:25:23.533, 0, 5.24, 39, 0
2026/02/13 19:25:24.533, 0, 5.71, 39, 0
2026/02/13 19:25:25.533, 0, 5.29, 39, 0
2026/02/13 19:25:26.533, 0, 5.08, 39, 0
2026/02/13 19:25:27.534, 0, 5.09, 39, 0
2026/02/13 19:25:28.534, 0, 4.87, 39, 0
2026/02/13 19:25:29.534, 0, 4.86, 39, 0
2026/02/13 19:25:30.534, 0, 4.83, 39, 0
2026/02/13 19:25:31.535, 0, 4.77, 39, 0
2026/02/13 19:25:32.535, 0, 4.70, 39, 0
2026/02/13 19:25:33.535, 0, 4.72, 39, 0
2026/02/13 19:25:34.535, 0, 4.72, 39, 0
2026/02/13 19:25:35.535, 0, 4.65, 39, 0
2026/02/13 19:25:36.536, 0, 4.64, 39, 0
2026/02/13 19:25:37.536, 0, 4.64, 39, 0
2026/02/13 19:25:38.536, 0, 4.61, 39, 0
2026/02/13 19:25:39.536, 0, 4.57, 39, 0
2026/02/13 19:25:40.536, 0, 4.66, 39, 0
2026/02/13 19:25:41.537, 0, 4.68, 39, 0
2026/02/13 19:25:42.537, 0, 4.65, 39, 0
2026/02/13 19:25:43.537, 0, 4.66, 39, 0
2026/02/13 19:25:44.537, 0, 4.62, 39, 0
2026/02/13 19:25:45.538, 0, 4.63, 39, 0
2026/02/13 19:25:46.538, 0, 4.69, 39, 0
2026/02/13 19:25:47.538, 0, 4.72, 39, 0
2026/02/13 19:25:48.538, 0, 4.72, 39, 0
2026/02/13 19:25:49.538, 0, 4.62, 39, 0
2026/02/13 19:25:50.539, 0, 4.62, 39, 0
2026/02/13 19:25:51.539, 0, 4.62, 39, 0
2026/02/13 19:25:52.539, 0, 4.63, 39, 0
2026/02/13 19:25:53.539, 0, 4.59, 39, 0
2026/02/13 19:25:54.539, 0, 4.60, 39, 0
2026/02/13 19:25:55.539, 0, 4.64, 39, 0
2026/02/13 19:25:56.540, 0, 4.59, 39, 0
2026/02/13 19:25:57.540, 0, 4.64, 38, 0
2026/02/13 19:25:58.540, 0, 4.62, 38, 0
2026/02/13 19:25:59.541, 0, 4.57, 39, 0
