timestamp, index, power.draw [W], temperature.gpu, utilization.gpu [%]
2026/02/13 17:17:08.445, 0, 4.79, 38, 0
2026/02/13 17:17:09.453, 0, 4.75, 38, 0
2026/02/13 17:17:10.454, 0, 4.77, 38, 0
2026/02/13 17:17:11.454, 0, 4.79, 38, 0
2026/02/13 17:17:12.455, 0, 4.76, 38, 0
2026/02/13 17:17:13.456, 0, 4.80, 38, 0
2026/02/13 17:17:14.456, 0, 4.82, 39, 0
2026/02/13 17:17:15.456, 0, 4.83, 39, 0
2026/02/13 17:17:16.456, 0, 4.81, 39, 0
2026/02/13 17:17:17.456, 0, 5.33, 39, 0
2026/02/13 17:17:18.456, 0, 5.72, 39, 0
2026/02/13 17:17:19.457, 0, 5.33, 39, 0
2026/02/13 17:17:20.457, 0, 5.13, 39, 0
2026/02/13 17:17:21.457, 0, 4.86, 39, 0
2026/02/13 17:17:22.457, 0, 4.80, 39, 0
2026/02/13 17:17:23.457, 0, 4.69, 39, 0
2026/02/13 17:17:24.457, 0, 4.67, 39, 0
2026/02/13 17:17:25.457, 0, 4.64, 39, 0
2026/02/13 17:17:26.458, 0, 4.66, 39, 0
2026/02/13 17:17:27.458, 0, 4.68, 39, 0
2026/02/13 17:17:28.458, 0, 4.73, 39, 0
2026/02/13 17:17:29.458, 0, 4.75, 39, 0
2026/02/13 17:17:30.458, 0, 4.75, 39, 0
2026/02/13 17:17:31.459, 0, 4.70, 39, 0
2026/02/13 17:17:32.459, 0, 4.69, 39, 0
2026/02/13 17:17:33.459, 0, 4.69, 39, 0
2026/02/13 17:17:34.459, 0, 4.69, 39, 0
2026/02/13 17:17:35.460, 0, 4.70, 39, 0
2026/02/13 17:17:36.460, 0, 4.74, 39, 0
2026/02/13 17:17:37.460, 0, 4.77, 39, 0
2026/02/13 17:17:38.460, 0, 4.72, 39, 0
2026/02/13 17:17:39.460, 0, 4.69, 39, 0
2026/02/13 17:17:40.460, 0, 4.68, 39, 0
2026/02/13 17:17:41.461, 0, 4.68, 39, 0
2026/02/13 17:17:42.461, 0, 4.69, 38, 0
2026/02/13 17:17:43.461, 0, 4.70, 38, 0
2026/02/13 17:17:44.461, 0, 4.71, 38, 0
2026/02/13 17:17:45.461, 0, 4.66, 38, 0
2026/02/13 17:17:46.462, 0, 4.66, 38, 0
2026/02/13 17:17:47.462, 0, 4.67, 38, 0
2026/02/13 17:17:48.462, 0, 4.66, 38, 0
2026/02/13 17:17:49.462, 0, 4.63, 38, 0
2026/02/13 17:17:50.462, 0, 4.64, 38, 1
2026/02/13 17:17:51.463, 0, 4.73, 38, 0
2026/02/13 17:17:52.463, 0, 4.64, 38, 0
2026/02/13 17:17:53.463, 0, 4.62, 38, 0
2026/02/13 17:17:54.463, 0, 4.58, 38, 0
2026/02/13 17:17:55.463, 0, 4.61, 38, 0
2026/02/13 17:17:56.463, 0, 4.60, 38, 0
2026/02/13 17:17:57.464, 0, 4.61, 38, 0
2026/02/13 17:17:58.464, 0, 4.62, 38, 0
2026/02/13 17:17:59.464, 0, 4.64, 38, 0
2026/02/13 17:18:00.464, 0, 4.62, 38, 0
2026/02/13 17:18:01.465, 0, 4.66, 38, 0
2026/02/13 17:18:02.465, 0, 4.59, 38, 0
2026/02/13 17:18:03.465, 0, 4.62, 38, 0
2026/02/13 17:18:04.465, 0, 4.64, 38, 0
2026/02/13 17:18:05.465, 0, 4.65, 38, 0
2026/02/13 17:18:06.466, 0, 4.64, 38, 0
2026/02/13 17:18:07.466, 0, 4.64, 38, 0
2026/02/13 17:18:08.466, 0, 4.67, 38, 0
2026/02/13 17:18:09.466, 0, 4.63, 38, 0
2026/02/13 17:18:10.466, 0, 4.63, 38, 0
2026/02/13 17:18:11.466, 0, 4.61, 38, 0
2026/02/13 17:18:12.467, 0, 4.70, 38, 0
2026/02/13 17:18:13.467, 0, 4.70, 38, 0
2026/02/13 17:18:14.467, 0, 4.60, 38, 0
2026/02/13 17:18:15.467, 0, 4.60, 38, 0
2026/02/13 17:18:16.467, 0, 4.58, 38, 0
2026/02/13 17:18:17.467, 0, 4.58, 38, 0
2026/02/13 17:18:18.467, 0, 4.60, 38, 0
2026/02/13 17:18:19.468, 0, 4.64, 38, 0
2026/02/13 17:18:20.468, 0, 4.63, 38, 0
2026/02/13 17:18:21.468, 0, 4.59, 38, 0
2026/02/13 17:18:22.468, 0, 4.60, 38, 0
2026/02/13 17:18:23.468, 0, 4.65, 38, 0
2026/02/13 17:18:24.468, 0, 4.61, 38, 0
2026/02/13 17:18:25.469, 0, 4.57, 38, 0
2026/02/13 17:18:26.469, 0, 4.66, 38, 0
2026/02/13 17:18:27.469, 0, 4.66, 38, 0
2026/02/13 17:18:28.469, 0, 4.51, 38, 0
2026/02/13 17:18:29.469, 0, 4.56, 38, 0
2026/02/13 17:18:30.469, 0, 4.59, 38, 0
2026/02/13 17:18:31.469, 0, 4.71, 38, 0
2026/02/13 17:18:32.470, 0, 4.68, 38, 0
2026/02/13 17:18:33.470, 0, 4.66, 38, 0
2026/02/13 17:18:34.470, 0, 4.67, 38, 0
2026/02/13 17:18:35.470, 0, 4.55, 38, 0
2026/02/13 17:18:36.470, 0, 4.58, 38, 0
2026/02/13 17:18:37.470, 0, 4.61, 38, 0
2026/02/13 17:18:38.470, 0, 4.58, 38, 0
2026/02/13 17:18:39.471, 0, 4.57, 38, 0
2026/02/13 17:18:40.471, 0, 4.60, 38, 0
2026/02/13 17:18:41.471, 0, 4.64, 38, 0
2026/02/13 17:18:42.471, 0, 4.55, 38, 0
2026/02/13 17:18:43.471, 0, 4.59, 38, 0
2026/02/13 17:18:44.472, 0, 4.59, 38, 0
2026/02/13 17:18:45.472, 0, 4.55, 38, 0
2026/02/13 17:18:46.472, 0, 4.57, 38, 0
2026/02/13 17:18:47.472, 0, 4.53, 38, 0
2026/02/13 17:18:48.473, 0, 4.58, 38, 0
2026/02/13 17:18:49.473, 0, 4.60, 38, 0
2026/02/13 17:18:50.473, 0, 4.56, 38, 0
2026/02/13 17:18:51.473, 0, 4.54, 38, 0
2026/02/13 17:18:52.474, 0, 4.57, 38, 0
2026/02/13 17:18:53.474, 0, 4.59, 38, 0
2026/02/13 17:18:54.474, 0, 4.65, 38, 0
2026/02/13 17:18:55.474, 0, 4.67, 38, 0
2026/02/13 17:18:56.474, 0, 4.67, 38, 0
2026/02/13 17:18:57.475, 0, 4.60, 38, 0
2026/02/13 17:18:58.475, 0, 4.60, 38, 0
2026/02/13 17:18:59.475, 0, 4.59, 38, 0
2026/02/13 17:19:00.475, 0, 4.61, 38, 0
2026/02/13 17:19:01.475, 0, 4.70, 38, 0
2026/02/13 17:19:02.475, 0, 4.66, 38, 0
2026/02/13 17:19:03.476, 0, 4.68, 38, 0
2026/02/13 17:19:04.476, 0, 4.54, 38, 0
2026/02/13 17:19:05.476, 0, 4.56, 38, 0
2026/02/13 17:19:06.476, 0, 4.57, 38, 0
2026/02/13 17:19:07.476, 0, 4.59, 38, 0
2026/02/13 17:19:08.476, 0, 4.59, 38, 0
2026/02/13 17:19:09.477, 0, 4.62, 38, 0
2026/02/13 17:19:10.477, 0, 4.67, 38, 0
2026/02/13 17:19:11.478, 0, 4.54, 38, 0
2026/02/13 17:19:12.478, 0, 4.53, 38, 0
2026/02/13 17:19:13.478, 0, 4.55, 38, 0
2026/02/13 17:19:14.478, 0, 4.53, 38, 0
2026/02/13 17:19:15.478, 0, 4.58, 38, 0
2026/02/13 17:19:16.478, 0, 4.62, 38, 0
2026/02/13 17:19:17.479, 0, 4.61, 38, 0
2026/02/13 17:19:18.479, 0, 4.57, 38, 0
2026/02/13 17:19:19.479, 0, 4.61, 38, 0
2026/02/13 17:19:20.479, 0, 4.61, 38, 0
2026/02/13 17:19:21.480, 0, 4.60, 38, 0
2026/02/13 17:19:22.480, 0, 4.59, 38, 0
2026/02/13 17:19:23.480, 0, 4.61, 38, 0
2026/02/13 17:19:24.481, 0, 4.62, 38, 0
2026/02/13 17:19:25.481, 0, 4.53, 38, 0
2026/02/13 17:19:26.481, 0, 4.59, 38, 0
2026/02/13 17:19:27.481, 0, 4.59, 38, 0
2026/02/13 17:19:28.482, 0, 4.59, 38, 0
2026/02/13 17:19:29.482, 0, 4.59, 38, 0
2026/02/13 17:19:30.482, 0, 4.57, 38, 0
2026/02/13 17:19:31.482, 0, 4.62, 38, 0
2026/02/13 17:19:32.483, 0, 4.65, 38, 0
2026/02/13 17:19:33.483, 0, 4.67, 38, 0
2026/02/13 17:19:34.484, 0, 4.69, 38, 0
2026/02/13 17:19:35.484, 0, 4.67, 38, 0
2026/02/13 17:19:36.484, 0, 4.68, 38, 0
2026/02/13 17:19:37.484, 0, 4.64, 38, 0
2026/02/13 17:19:38.485, 0, 4.75, 38, 0
2026/02/13 17:19:39.486, 0, 4.75, 38, 0
2026/02/13 17:19:40.486, 0, 4.67, 38, 0
2026/02/13 17:19:41.486, 0, 4.64, 38, 0
2026/02/13 17:19:42.487, 0, 4.62, 38, 0
2026/02/13 17:19:43.487, 0, 4.59, 38, 0
2026/02/13 17:19:44.487, 0, 4.58, 38, 0
2026/02/13 17:19:45.487, 0, 4.72, 38, 0
2026/02/13 17:19:46.488, 0, 4.72, 38, 0
2026/02/13 17:19:47.488, 0, 4.62, 38, 0
2026/02/13 17:19:48.488, 0, 4.60, 38, 0
2026/02/13 17:19:49.488, 0, 4.64, 38, 0
2026/02/13 17:19:50.488, 0, 4.68, 38, 0
2026/02/13 17:19:51.489, 0, 4.67, 38, 0
2026/02/13 17:19:52.489, 0, 4.68, 38, 0
2026/02/13 17:19:53.489, 0, 4.72, 38, 0
2026/02/13 17:19:54.489, 0, 4.60, 38, 0
2026/02/13 17:19:55.489, 0, 4.72, 38, 0
2026/02/13 17:19:56.489, 0, 4.72, 38, 0
2026/02/13 17:19:57.490, 0, 4.66, 38, 0
2026/02/13 17:19:58.490, 0, 4.66, 38, 0
2026/02/13 17:19:59.490, 0, 4.71, 38, 0
2026/02/13 17:20:00.490, 0, 4.71, 38, 0
2026/02/13 17:20:01.490, 0, 4.73, 38, 0
2026/02/13 17:20:02.490, 0, 4.76, 38, 0
2026/02/13 17:20:03.491, 0, 4.77, 38, 0
