timestamp, index, power.draw [W], temperature.gpu, utilization.gpu [%]
2026/02/14 07:58:47.471, 0, 11.44, 42, 0
2026/02/14 07:58:48.487, 0, 12.27, 43, 0
2026/02/14 07:58:49.496, 0, 12.05, 43, 0
2026/02/14 07:58:50.496, 0, 10.26, 42, 0
2026/02/14 07:58:51.497, 0, 5.20, 42, 0
2026/02/14 07:58:52.497, 0, 5.17, 42, 0
2026/02/14 07:58:53.498, 0, 5.17, 42, 0
2026/02/14 07:58:54.499, 0, 4.84, 42, 0
2026/02/14 07:58:55.500, 0, 4.80, 41, 0
2026/02/14 07:58:56.500, 0, 4.75, 41, 0
2026/02/14 07:58:57.501, 0, 4.70, 41, 0
2026/02/14 07:58:58.502, 0, 4.69, 41, 0
2026/02/14 07:58:59.503, 0, 4.68, 41, 0
2026/02/14 07:59:00.503, 0, 4.73, 41, 0
2026/02/14 07:59:01.504, 0, 4.78, 41, 0
2026/02/14 07:59:02.504, 0, 4.85, 41, 0
2026/02/14 07:59:03.504, 0, 5.75, 42, 0
2026/02/14 07:59:04.505, 0, 11.52, 42, 0
2026/02/14 07:59:05.505, 0, 11.51, 42, 4
2026/02/14 07:59:06.506, 0, 11.87, 42, 4
2026/02/14 07:59:07.506, 0, 11.79, 42, 4
2026/02/14 07:59:08.507, 0, 11.75, 42, 4
2026/02/14 07:59:09.508, 0, 12.25, 42, 2
2026/02/14 07:59:10.512, 0, 12.14, 42, 0
2026/02/14 07:59:11.534, 0, 11.48, 42, 0
2026/02/14 07:59:13.856, 0, 11.33, 42, 0
2026/02/14 07:59:17.875, 0, 11.33, 42, 0
2026/02/14 07:59:19.580, 0, 11.33, 43, 0
2026/02/14 07:59:22.686, 0, 11.36, 43, 0
2026/02/14 07:59:26.283, 0, 11.34, 43, 0
2026/02/14 07:59:28.960, 0, 11.36, 43, 0
2026/02/14 07:59:33.487, 0, 11.32, 43, 0
2026/02/14 07:59:36.850, 0, 11.38, 43, 0
2026/02/14 07:59:40.236, 0, 11.36, 43, 0
2026/02/14 07:59:42.668, 0, 11.34, 43, 0
2026/02/14 07:59:43.895, 0, 11.39, 43, 0
2026/02/14 07:59:46.139, 0, 11.36, 43, 0
2026/02/14 07:59:48.813, 0, 11.34, 43, 0
2026/02/14 07:59:52.825, 0, 11.45, 43, 0
2026/02/14 07:59:56.188, 0, 11.42, 43, 0
2026/02/14 07:59:59.497, 0, 11.42, 43, 0
2026/02/14 08:00:04.721, 0, 11.40, 43, 0
2026/02/14 08:00:07.744, 0, 11.43, 43, 0
2026/02/14 08:00:11.771, 0, 11.44, 43, 0
2026/02/14 08:00:14.311, 0, 11.42, 43, 0
2026/02/14 08:00:17.931, 0, 11.42, 43, 0
2026/02/14 08:00:19.142, 0, 11.44, 43, 0
2026/02/14 08:00:21.210, 0, 11.41, 43, 0
2026/02/14 08:00:22.372, 0, 11.41, 43, 0
2026/02/14 08:00:23.825, 0, 11.43, 43, 0
2026/02/14 08:00:25.327, 0, 11.45, 43, 0
2026/02/14 08:00:26.631, 0, 11.43, 43, 0
2026/02/14 08:00:27.710, 0, 11.37, 43, 0
2026/02/14 08:00:28.828, 0, 11.43, 43, 0
2026/02/14 08:00:30.309, 0, 11.39, 43, 0
2026/02/14 08:00:31.411, 0, 11.43, 43, 0
2026/02/14 08:00:32.501, 0, 11.43, 43, 0
