timestamp, index, power.draw [W], temperature.gpu, utilization.gpu [%]
2026/02/12 19:23:58.908, 0, 4.85, 47, 0
2026/02/12 19:23:59.917, 0, 4.89, 47, 0
2026/02/12 19:24:00.917, 0, 4.90, 47, 0
2026/02/12 19:24:01.917, 0, 4.92, 47, 0
2026/02/12 19:24:02.917, 0, 4.85, 47, 0
2026/02/12 19:24:03.918, 0, 4.94, 47, 0
2026/02/12 19:24:04.918, 0, 4.96, 47, 0
2026/02/12 19:24:05.919, 0, 4.89, 47, 0
2026/02/12 19:24:06.919, 0, 4.95, 47, 0
2026/02/12 19:24:07.920, 0, 4.91, 47, 0
2026/02/12 19:24:08.920, 0, 10.40, 47, 2
2026/02/12 19:24:09.920, 0, 11.83, 47, 1
2026/02/12 19:24:10.921, 0, 11.62, 47, 0
2026/02/12 19:24:11.921, 0, 11.97, 47, 2
2026/02/12 19:24:12.921, 0, 12.21, 47, 1
2026/02/12 19:24:13.921, 0, 12.18, 48, 2
2026/02/12 19:24:14.922, 0, 12.19, 48, 2
2026/02/12 19:24:15.922, 0, 12.20, 48, 1
2026/02/12 19:24:16.922, 0, 12.17, 48, 2
2026/02/12 19:24:17.922, 0, 12.19, 48, 2
2026/02/12 19:24:18.923, 0, 12.16, 48, 2
2026/02/12 19:24:19.923, 0, 12.20, 48, 1
2026/02/12 19:24:20.923, 0, 12.27, 48, 2
2026/02/12 19:24:21.924, 0, 12.28, 48, 2
2026/02/12 19:24:22.924, 0, 12.25, 48, 2
2026/02/12 19:24:23.924, 0, 12.25, 48, 2
2026/02/12 19:24:24.924, 0, 12.23, 48, 1
2026/02/12 19:24:25.925, 0, 12.24, 48, 2
2026/02/12 19:24:26.925, 0, 12.19, 48, 2
2026/02/12 19:24:27.925, 0, 12.23, 48, 2
2026/02/12 19:24:28.925, 0, 12.25, 48, 2
2026/02/12 19:24:29.925, 0, 12.21, 48, 2
2026/02/12 19:24:30.926, 0, 12.17, 48, 0
2026/02/12 19:24:31.926, 0, 12.26, 48, 2
2026/02/12 19:24:32.926, 0, 12.25, 48, 1
