timestamp, index, power.draw [W], temperature.gpu, utilization.gpu [%]
2026/02/12 23:52:53.505, 0, 13.38, 56, 0
2026/02/12 23:52:54.510, 0, 12.98, 56, 0
2026/02/12 23:52:55.510, 0, 6.15, 55, 0
2026/02/12 23:52:56.511, 0, 5.88, 54, 0
2026/02/12 23:52:57.511, 0, 5.88, 54, 0
2026/02/12 23:52:58.511, 0, 5.36, 54, 0
2026/02/12 23:52:59.511, 0, 5.39, 53, 0
2026/02/12 23:53:00.512, 0, 5.36, 53, 0
2026/02/12 23:53:01.512, 0, 5.32, 53, 0
2026/02/12 23:53:02.512, 0, 9.35, 53, 0
2026/02/12 23:53:03.512, 0, 12.64, 53, 0
2026/02/12 23:53:04.513, 0, 12.71, 53, 1
2026/02/12 23:53:05.513, 0, 12.89, 53, 2
2026/02/12 23:53:06.513, 0, 12.88, 53, 2
2026/02/12 23:53:07.513, 0, 12.91, 53, 2
2026/02/12 23:53:08.513, 0, 12.89, 52, 2
2026/02/12 23:53:09.513, 0, 12.87, 52, 2
2026/02/12 23:53:10.514, 0, 12.84, 52, 2
2026/02/12 23:53:11.514, 0, 12.80, 52, 2
2026/02/12 23:53:12.514, 0, 12.79, 52, 2
2026/02/12 23:53:13.514, 0, 12.78, 52, 2
2026/02/12 23:53:14.515, 0, 12.78, 52, 2
2026/02/12 23:53:15.515, 0, 12.77, 51, 2
2026/02/12 23:53:16.515, 0, 12.77, 51, 2
2026/02/12 23:53:17.515, 0, 12.74, 51, 2
2026/02/12 23:53:18.515, 0, 12.70, 51, 2
2026/02/12 23:53:19.516, 0, 12.73, 51, 2
2026/02/12 23:53:20.516, 0, 12.75, 51, 2
2026/02/12 23:53:21.516, 0, 12.62, 51, 2
2026/02/12 23:53:22.516, 0, 12.57, 51, 2
2026/02/12 23:53:23.516, 0, 12.52, 51, 2
2026/02/12 23:53:24.516, 0, 12.59, 50, 2
2026/02/12 23:53:25.517, 0, 12.58, 50, 2
2026/02/12 23:53:26.517, 0, 12.52, 50, 2
2026/02/12 23:53:27.517, 0, 12.54, 50, 2
2026/02/12 23:53:28.517, 0, 12.53, 50, 2
2026/02/12 23:53:29.517, 0, 12.50, 50, 2
2026/02/12 23:53:30.518, 0, 12.49, 50, 2
2026/02/12 23:53:31.518, 0, 12.44, 50, 2
2026/02/12 23:53:32.518, 0, 12.45, 50, 2
2026/02/12 23:53:33.518, 0, 12.45, 50, 2
2026/02/12 23:53:34.519, 0, 12.43, 50, 2
2026/02/12 23:53:35.519, 0, 12.45, 49, 2
2026/02/12 23:53:36.519, 0, 12.45, 49, 2
2026/02/12 23:53:37.519, 0, 12.45, 49, 2
2026/02/12 23:53:38.519, 0, 12.44, 49, 2
2026/02/12 23:53:39.519, 0, 12.46, 49, 2
2026/02/12 23:53:40.520, 0, 12.44, 49, 1
2026/02/12 23:53:41.520, 0, 12.42, 49, 2
2026/02/12 23:53:42.520, 0, 12.36, 49, 2
2026/02/12 23:53:43.520, 0, 12.41, 49, 2
